dokid	anforande_nummer
H4C120160915fs	44
H4C120160915fs	46
H4C120160915fs	56
H4C120160915fs	58
H4C120160915fs	71
H4C120160915fs	73
H4C120160915fs	79
H4C120160915fs	81
H4C120160915fs	83
H4C120160915fs	85
H4C120160915fs	95
H4C120160915fs	97
H4C120160915fs	103
H4C120160915fs	105
H4C120160915fs	115
H4C120160915fs	117
H4C120160922fs	6
H4C120160922fs	8
H4C120160922fs	22
H4C120160922fs	24
H4C120160922fs	26
H4C120160922fs	28
H4C120160922fs	57
H4C120160922fs	59
H4C120160927ad	3
H4C120160927ad	9
H4C120160927ad	11
H4C120160927ad	17
H4C120160927ad	19
H4C120160927ad	25
H4C120160929fs	41
H4C120160929fs	43
H4C120160929fs	49
H4C120160929fs	51
H4C120160929fs	69
H4C120160929fs	71
H4C120160929fs	77
H4C120160929fs	79
H4C120160929fs	85
H4C120160929fs	87
H4C120160929fs	89
H4C120160929fs	91
H4C120160929fs	113
H4C120160929fs	115
H4C120160929fs	117
H4C120160929fs	119
H4C120160929fs	123
H4C120160929fs	127
H4C120160929fs	129
H4C120161013ad	84
H4C120161013ad	87
H4C120161013ad	90
H4C120161013ad	92
H4C120161013ad	95
H4C120161013ad	98
H4C120161013ad	100
H4C120161013ad	103
H4C120161013ad	106
H4C120161013sf	31
H4C120161013sf	33
H4C120161013sf	51
H4C120161013sf	53
H4C120161013sf	55
H4C120161013sf	79
H4C120161020fs	36
H4C120161020fs	38
H4C120161020fs	52
H4C120161020fs	54
H4C120161020fs	75
H4C120161020fs	77
H4C120161020fs	79
H4C120161020fs	81
H4C120161020fs	87
H4C120161020fs	89
H4C120161020fs	95
H4C120161020fs	97
H4C120161020fs	99
H4C120161020fs	101
H4C120161020fs	111
H4C120161020fs	113
H4C120161020fs	131
H4C120161020fs	133
H4C120161027fs	26
H4C120161027fs	28
H4C120161027fs	61
H4C120161027fs	63
H4C120161027fs	73
H4C120161027fs	75
H4C120161027fs	89
H4C120161027fs	91
H4C120161027fs	93
H4C120161027fs	95
H4C120161027fs	101
H4C120161027fs	103
H4C120161028ad	24
H4C120161028ad	26
H4C120161028ad	29
H4C120161028ad	32
H4C120161028ad	34
H4C120161028ad	37
H4C120161028ad	40
H4C120161028ad	42
H4C120161028ad	45
H4C120161028ad	48
H4C120161110fs	66
H4C120161110fs	68
H4C120161110fs	74
H4C120161110fs	76
H4C120161110fs	86
H4C120161110fs	88
H4C120161110fs	102
H4C120161110fs	104
H4C120161110fs	110
H4C120161110fs	112
H4C120161110fs	118
H4C120161110fs	120
H4C120161110fs	134
H4C120161110fs	136
H4C120161117sf	16
H4C120161117sf	18
H4C120161117sf	40
H4C120161117sf	42
H4C120161117sf	44
H4C120161117sf	48
H4C120161117sf	50
H4C120161117sf	52
H4C120161117sf	56
H4C120161117sf	62
H4C120161201fs	30
H4C120161201fs	32
H4C120161201fs	50
H4C120161201fs	52
H4C120161201fs	94
H4C120161201fs	96
H4C120161201fs	98
H4C120161201fs	100
H4C120161208fs	55
H4C120161208fs	57
H4C120161208fs	59
H4C120161208fs	61
H4C120161208fs	75
H4C120161208fs	77
H4C120161208fs	79
H4C120161208fs	81
H4C120161208fs	83
H4C120161208fs	85
H4C120161208fs	107
H4C120161208fs	109
H4C120161208fs	111
H4C120161208fs	113
H4C120161208fs	119
H4C120161208fs	121
H4C120161208fs	123
H4C120161208fs	125
H4C120161215fs	110
H4C120161215fs	112
H4C120161215fs	118
H4C120161215fs	120
H4C120161215fs	130
H4C120161215fs	132
H4C120161215fs	150
H4C120161215fs	152
H4C120161215fs	162
H4C120161215fs	164
H4C120161215fs	166
H4C120161215fs	168
H4C120161215fs	174
H4C120161215fs	176
H4C120170112fs	46
H4C120170112fs	48
H4C120170112fs	58
H4C120170112fs	60
H4C120170112fs	66
H4C120170112fs	68
H4C120170112fs	78
H4C120170112fs	80
H4C120170112fs	90
H4C120170112fs	92
H4C120170112fs	94
H4C120170112fs	96
H4C120170112fs	110
H4C120170112fs	112
H4C120170112fs	114
H4C120170119fs	30
H4C120170119fs	32
H4C120170119fs	46
H4C120170119fs	48
H4C120170119fs	54
H4C120170119fs	56
H4C120170119fs	58
H4C120170119fs	60
H4C120170119fs	74
H4C120170119fs	76
H4C120170119fs	86
H4C120170126fs	11
H4C120170126fs	13
H4C120170126fs	47
H4C120170126fs	49
H4C120170126fs	51
H4C120170126fs	53
H4C120170126fs	57
H4C120170126fs	59
H4C120170126fs	85
H4C120170202sf	28
H4C120170202sf	30
H4C120170202sf	44
H4C120170202sf	46
H4C120170202sf	48
H4C120170202sf	50
H4C120170202sf	52
H4C120170202sf	56
H4C120170202sf	60
H4C120170202sf	62
H4C120170202sf	70
H4C120170202sf	76
H4C120170202sf	80
H4C120170202sf	82
H4C120170216fs	25
H4C120170216fs	27
H4C120170216fs	45
H4C120170216fs	47
H4C120170216fs	49
H4C120170216fs	51
H4C120170216fs	57
H4C120170216fs	59
H4C120170216fs	61
H4C120170216fs	63
H4C120170216fs	65
H4C120170216fs	67
H4C120170216fs	69
H4C120170216fs	71
H4C120170216fs	77
H4C120170216fs	79
H4C120170216fs	105
H4C120170216fs	107
H4C120170216fs	109
H4C120170216fs	111
H4C120170223fs	38
H4C120170223fs	40
H4C120170223fs	42
H4C120170223fs	44
H4C120170223fs	70
H4C120170223fs	72
H4C120170302fs	34
H4C120170302fs	36
H4C120170302fs	50
H4C120170302fs	52
H4C120170302fs	66
H4C120170302fs	68
H4C120170302fs	82
H4C120170302fs	84
H4C120170302fs	102
H4C120170302fs	104
H4C120170302fs	114
H4C120170302fs	116
H4C120170302fs	118
H4C120170302fs	120
H4C120170316fs	40
H4C120170316fs	42
H4C120170316fs	56
H4C120170316fs	58
H4C120170316fs	60
H4C120170316fs	62
H4C120170316fs	84
H4C120170316fs	86
H4C120170316fs	96
H4C120170316fs	98
H4C120170316fs	116
H4C120170316fs	118
H4C120170316fs	124
H4C120170316fs	126
H4C120170316fs	128
H4C120170316fs	130
H4C120170316fs	132
H4C120170316fs	134
H4C120170317ad	29
H4C120170317ad	31
H4C120170317ad	39
H4C120170317ad	47
H4C120170323fs	32
H4C120170323fs	34
H4C120170323fs	36
H4C120170323fs	38
H4C120170323fs	56
H4C120170323fs	58
H4C120170323fs	64
H4C120170323fs	66
H4C120170323fs	88
H4C120170323fs	90
H4C120170323fs	94
H4C120170323fs	96
H4C120170323fs	106
H4C120170323fs	110
H4C120170323fs	112
H4C120170330ad	65
H4C120170330ad	67
H4C120170330ad	68
H4C120170330ad	69
H4C120170330ad	70
H4C120170330ad	73
H4C120170330ad	75
H4C120170330ad	76
H4C120170330ad	77
H4C120170330ad	78
H4C120170330ad	81
H4C120170330ad	83
H4C120170330ad	84
H4C120170330ad	85
H4C120170330ad	86
H4C120170330ad	89
H4C120170330sf	34
H4C120170330sf	36
H4C120170330sf	38
H4C120170330sf	42
H4C120170330sf	48
H4C120170330sf	50
H4C120170330sf	52
H4C120170330sf	62
H4C120170406fs	34
H4C120170406fs	36
H4C120170406fs	38
H4C120170406fs	40
H4C120170406fs	50
H4C120170406fs	52
H4C120170406fs	54
H4C120170406fs	56
H4C120170406fs	68
H4C120170406fs	70
H4C120170406fs	100
H4C120170406fs	102
H4C120170420fs	24
H4C120170420fs	26
H4C120170420fs	32
H4C120170420fs	34
H4C120170420fs	40
H4C120170420fs	42
H4C120170420fs	52
H4C120170420fs	54
H4C120170420fs	56
H4C120170420fs	58
H4C120170420fs	60
H4C120170420fs	62
H4C120170420fs	72
H4C120170420fs	74
H4C120170420fs	84
H4C120170420fs	86
H4C120170420fs	92
H4C120170420fs	94
H4C120170428ad	3
H4C120170428ad	9
H4C120170428ad	11
H4C120170428ad	17
H4C120170428ad	19
H4C120170428ad	25
H4C120170504fs	26
H4C120170504fs	28
H4C120170504fs	30
H4C120170504fs	32
H4C120170504fs	34
H4C120170504fs	36
H4C120170504fs	46
H4C120170504fs	48
H4C120170504fs	54
H4C120170504fs	56
H4C120170504fs	62
H4C120170504fs	64
H4C120170504fs	90
H4C120170504fs	92
H4C120170504fs	94
H4C120170504fs	105
H4C120170504fs	107
H4C120170511fs	25
H4C120170511fs	27
H4C120170511fs	33
H4C120170511fs	35
H4C120170511fs	37
H4C120170511fs	39
H4C120170511fs	49
H4C120170511fs	51
H4C120170511fs	57
H4C120170511fs	59
H4C120170511fs	85
H4C120170511fs	95
H4C120170511fs	101
H4C120170512ad	2
H4C120170512ad	5
H4C120170512ad	6
H4C120170512ad	10
H4C120170512ad	13
H4C120170512ad	14
H4C120170512ad	18
H4C120170512ad	21
H4C120170512ad	22
H4C120170518sf	30
H4C120170518sf	32
H4C120170518sf	54
H4C120170518sf	56
H4C120170518sf	58
H4C120170518sf	68
H4C120170518sf	70
H4C120170518sf	72
H4C120170518sf	74
H4C120170518sf	76
H4C120170601fs	39
H4C120170601fs	41
H4C120170601fs	61
H4C120170601fs	63
H4C120170601fs	75
H4C120170601fs	77
H4C120170601fs	96
H4C120170601fs	98
H4C120170601fs	100
H4C120170608fs	29
H4C120170608fs	31
H4C120170608fs	33
H4C120170608fs	35
H4C120170608fs	37
H4C120170608fs	39
H4C120170608fs	45
H4C120170608fs	47
H4C120170608fs	53
H4C120170608fs	55
H4C120170608fs	57
H4C120170608fs	59
H4C120170608fs	77
H4C120170608fs	79
H4C120170608fs	85
H4C120170608fs	87
H4C120170608fs	101
H4C120170608fs	103
H4C120170608fs	109
H4C120170608fs	111
H4C120170608fs	113
H4C120170608fs	115
H4C120170615fs	39
H4C120170615fs	41
H4C120170615fs	43
H4C120170615fs	45
H4C120170615fs	47
H4C120170615fs	49
H4C120170615fs	75
H4C120170615fs	77
H4C120170615fs	79
H4C120170615fs	81
H4C120170615fs	83
H4C120170615fs	85
H4C120170615fs	99
H4C120170615fs	101
H4C120170615fs	103
H4C120170615fs	105
H4C120170615fs	111
H4C120170615fs	113
H501AU1	107
H501AU1	109
H501AU1	111
H501AU1	122
H501AU1	124
H501AU1	126
H501AU1	128
H501AU1	130
H501AU1	132
H501AU1	134
H501AU1	136
H501AU1	156
H501AU1	158
H501AU10	72
H501AU10	73
H501AU10	80
H501AU10	82
H501AU10	84
H501AU10	86
H501AU10	88
H501AU10	90
H501AU10	92
H501AU10	98
H501AU16	116
H501AU16	117
H501AU16	118
H501AU16	119
H501AU16	120
H501AU16	121
H501AU16	122
H501AU17	113
H501AU17	116
H501AU17	118
H501AU17	120
H501AU17	121
H501AU3	6
H501AU3	7
H501AU3	8
H501AU3	9
H501AU3	10
H501AU3	11
H501AU3	13
H501AU3	15
H501AU3	36
H501AU3	38
H501AU5	1
H501AU5	2
H501AU5	3
H501AU5	4
H501AU5	5
H501AU7	17
H501AU9	88
H501AU9	89
H501AU9	106
H501AU9	108
H501AU9	111
H501CKrU1	1
H501CKrU1	3
H501CKrU1	5
H501CKrU1	7
H501CKrU1	9
H501CKrU1	11
H501CKrU1	13
H501CKrU1	18
H501CKrU1	20
H501CU1	4
H501CU1	10
H501CU1	12
H501CU1	19
H501CU1	21
H501CU1	23
H501CU1	24
H501CU1	25
H501CU1	26
H501CU1	27
H501CU1	29
H501CU1	31
H501CU1	33
H501CU1	35
H501CU1	48
H501CU1	50
H501CU1	52
H501CU10	11
H501CU10	13
H501CU10	14
H501CU10	15
H501CU10	16
H501CU10	17
H501CU10	19
H501CU10	21
H501CU14	53
H501CU14	56
H501CU14	58
H501CU14	59
H501CU14	60
H501CU14	61
H501CU14	62
H501CU14	63
H501CU14	64
H501CU14	65
H501CU14	66
H501CU14	67
H501CU15	15
H501CU16	4
H501CU16	21
H501CU16	23
H501CU17	56
H501CU18	51
H501CU18	54
H501CU18	56
H501CU18	58
H501CU18	60
H501CU18	62
H501CU2	74
H501CU2	77
H501CU20	4
H501CU20	7
H501CU31	5
H501CU31	6
H501CU31	8
H501CU31	10
H501CU31	12
H501CU31	14
H501CU31	18
H501CU31	20
H501CU31	24
H501CU31	26
H501CU31	28
H501CU31	30
H501CU32	43
H501CU32	45
H501CU32	47
H501CU36	52
H501CU36	54
H501CU36	56
H501CU36	58
H501CU36	60
H501CU36	62
H501CU36	63
H501CU36	64
H501CU36	65
H501CU36	66
H501CU36	68
H501CU36	70
H501CU39	89
H501CU39	93
H501CU39	95
H501CU39	97
H501CU39	99
H501CU39	101
H501CU4	70
H501CU4	71
H501CU6	35
H501CU6	41
H501CU6	43
H501CU6	45
H501CU7	155
H501CU8	51
H501CU8	53
H501CU8	55
H501CU8	58
H501CU8	61
H501CU8	63
H501CU9	4
H501CU9	6
H501CU9	8
H501FiU1	1
H501FiU1	3
H501FiU1	5
H501FiU1	7
H501FiU1	10
H501FiU1	11
H501FiU1	12
H501FiU1	13
H501FiU1	14
H501FiU1	15
H501FiU1	16
H501FiU1	17
H501FiU1	18
H501FiU1	20
H501FiU1	22
H501FiU1	24
H501FiU1	26
H501FiU1	32
H501FiU1	34
H501FiU1	36
H501FiU1	38
H501FiU1	41
H501FiU1	43
H501FiU1	50
H501FiU1	52
H501FiU1	58
H501FiU1	60
H501FiU1	70
H501FiU1	71
H501FiU1	73
H501FiU1	75
H501FiU1	78
H501FiU1	79
H501FiU1	80
H501FiU1	81
H501FiU1	82
H501FiU1	84
H501FiU1	86
H501FiU1	88
H501FiU1	90
H501FiU17	103
H501FiU18	107
H501FiU19	67
H501FiU19	69
H501FiU19	71
H501FiU20	1
H501FiU20	3
H501FiU20	5
H501FiU20	7
H501FiU20	9
H501FiU20	11
H501FiU20	18
H501FiU20	19
H501FiU20	20
H501FiU20	21
H501FiU20	22
H501FiU20	24
H501FiU20	26
H501FiU20	27
H501FiU20	28
H501FiU20	29
H501FiU20	30
H501FiU20	36
H501FiU20	37
H501FiU20	38
H501FiU20	39
H501FiU20	40
H501FiU20	42
H501FiU20	44
H501FiU20	46
H501FiU20	48
H501FiU20	50
H501FiU20	52
H501FiU20	66
H501FiU20	67
H501FiU21	73
H501FiU21	75
H501FiU21	77
H501FiU22	43
H501FiU22	44
H501FiU22	46
H501FiU22	48
H501FiU28	51
H501FiU28	53
H501FiU28	55
H501FiU32	64
H501FiU34	165
H501FiU34	169
H501FiU43	20
H501FiU43	22
H501FiU43	24
H501FiU44	31
H501FiU44	37
H501FiU44	39
H501FiU44	46
H501FiU44	48
H501FiU44	50
H501FiU44	51
H501FiU44	52
H501FiU44	53
H501FiU44	54
H501FiU44	62
H501FiU44	64
H501FiU49	83
H501FiU49	88
H501FiU49	89
H501FiU49	90
H501FiU49	91
H501FiU49	92
H501FiU49	94
H501FiU49	96
H501FiU49	98
H501FiU49	100
H501FiU49	102
H501FiU49	104
H501FiU49	105
H501FiU49	112
H501FiU49	113
H501FiU49	115
H501FiU49	116
H501FiU5	3
H501FiU8	1
H501FiU8	2
H501FiU8	3
H501FiU8	4
H501FiU8	5
H501FiU8	6
H501JuU1	1
H501JuU1	3
H501JuU1	5
H501JuU1	8
H501JuU1	9
H501JuU1	10
H501JuU1	11
H501JuU1	12
H501JuU1	15
H501JuU1	17
H501JuU1	28
H501JuU1	29
H501JuU1	30
H501JuU1	31
H501JuU1	32
H501JuU1	38
H501JuU1	40
H501JuU1	46
H501JuU1	48
H501JuU11	90
H501JuU11	92
H501JuU11	94
H501JuU11	95
H501JuU11	97
H501JuU11	99
H501JuU13	12
H501JuU13	16
H501JuU13	17
H501JuU13	19
H501JuU13	21
H501JuU13	22
H501JuU13	23
H501JuU13	24
H501JuU13	25
H501JuU13	27
H501JuU13	29
H501JuU13	31
H501JuU13	33
H501JuU14	1
H501JuU14	11
H501JuU14	13
H501JuU14	15
H501JuU14	17
H501JuU14	19
H501JuU14	26
H501JuU14	28
H501JuU15	39
H501JuU15	42
H501JuU15	45
H501JuU15	47
H501JuU15	50
H501JuU15	52
H501JuU17	33
H501JuU18	120
H501JuU18	129
H501JuU18	131
H501JuU18	133
H501JuU19	186
H501JuU19	187
H501JuU2	2
H501JuU22	53
H501JuU22	54
H501JuU29	3
H501JuU29	5
H501JuU29	7
H501JuU29	9
H501JuU30	79
H501JuU32	17
H501JuU32	20
H501JuU32	22
H501JuU35	154
H501JuU35	158
H501JuU35	160
H501JuU35	178
H501JuU35	180
H501JuU36	183
H501JuU36	189
H501JuU36	191
H501JuU5	108
H501JuU5	110
H501JuU5	112
H501JuU6	11
H501JuU6	13
H501JuU6	16
H501JuU6	18
H501JuU6	20
H501JuU8	114
H501JuU8	115
H501JuU8	116
H501JuU8	117
H501JuU8	118
H501JuU8	119
H501JuU8	120
H501JuU8	122
H501JuU8	124
H501KU1	53
H501KU1	56
H501KU1	58
H501KU1	59
H501KU1	60
H501KU1	61
H501KU1	62
H501KU1	63
H501KU1	64
H501KU1	65
H501KU10	161
H501KU10	162
H501KU10	166
H501KU10	168
H501KU10	171
H501KU11	46
H501KU11	48
H501KU13	6
H501KU14	51
H501KU14	58
H501KU14	60
H501KU15	65
H501KU15	67
H501KU15	69
H501KU15	70
H501KU16	67
H501KU16	69
H501KU16	71
H501KU16	74
H501KU16	76
H501KU16	77
H501KU18	148
H501KU18	150
H501KU18	152
H501KU18	153
H501KU18	155
H501KU19	22
H501KU19	23
H501KU19	25
H501KU19	27
H501KU19	29
H501KU20	15
H501KU20	16
H501KU20	19
H501KU20	21
H501KU21	81
H501KU23	10
H501KU23	11
H501KU27	50
H501KU27	51
H501KU28	80
H501KU28	81
H501KU28	82
H501KU28	86
H501KU28	87
H501KU29	39
H501KU29	41
H501KU3	8
H501KU30	33
H501KU31	46
H501KU31	49
H501KU32	52
H501KU32	54
H501KU32	56
H501KU32	58
H501KU33	80
H501KU33	82
H501KU33	84
H501KU34	109
H501KU34	115
H501KU35	32
H501KU35	33
H501KU35	35
H501KU36	12
H501KU36	15
H501KU36	21
H501KU36	22
H501KU37	26
H501KU37	27
H501KU37	28
H501KU37	31
H501KU37	33
H501KU37	35
H501KU38	34
H501KU38	36
H501KU40	59
H501KU40	61
H501KU42	38
H501KU42	46
H501KU43	156
H501KU44	157
H501KU44	160
H501KU44	162
H501KU46	55
H501KU46	56
H501KU48	62
H501KU6	160
H501KU6	165
H501KU7	36
H501KrU1	1
H501KrU1	3
H501KrU1	5
H501KrU1	13
H501KrU1	15
H501KrU1	17
H501KrU1	24
H501KrU1	26
H501KrU1	28
H501KrU1	30
H501KrU1	32
H501KrU1	39
H501KrU1	41
H501KrU1	47
H501KrU1	49
H501KrU1	51
H501KrU2	23
H501KrU2	25
H501KrU2	27
H501KrU2	98
H501KrU2	100
H501KrU2	102
H501KrU2	104
H501KrU3	120
H501KrU3	123
H501KrU4	83
H501KrU5	150
H501KrU5	152
H501KrU5	154
H501KrU5	156
H501KrU5	159
H501KrU5	160
H501KrU5	161
H501KrU5	162
H501KrU5	163
H501KrU5	164
H501KrU6	94
H501KrU6	102
H501KrU6	104
H501KrU6	106
H501KrU6	108
H501KrU6	110
H501KrU6	111
H501KrU7	126
H501KrU7	128
H501KrU7	130
H501KrU8	3
H501KrU8	6
H501KrU8	8
H501KrU9	55
H501KrU9	57
H501KrU9	59
H501KrU9	61
H501KrU9	63
H501KrU9	65
H501KrU9	67
H501KrU9	72
H501KrU9	74
H501MJU1	65
H501MJU1	67
H501MJU1	69
H501MJU1	71
H501MJU1	73
H501MJU1	75
H501MJU1	77
H501MJU1	79
H501MJU1	81
H501MJU1	96
H501MJU15	72
H501MJU15	74
H501MJU15	76
H501MJU15	83
H501MJU15	85
H501MJU16	36
H501MJU16	38
H501MJU16	39
H501MJU16	41
H501MJU16	43
H501MJU16	47
H501MJU16	49
H501MJU16	51
H501MJU16	53
H501MJU17	117
H501MJU17	118
H501MJU17	119
H501MJU17	120
H501MJU17	121
H501MJU17	122
H501MJU17	125
H501MJU17	127
H501MJU17	129
H501MJU17	130
H501MJU17	131
H501MJU17	132
H501MJU17	133
H501MJU17	135
H501MJU17	137
H501MJU17	138
H501MJU17	139
H501MJU17	140
H501MJU17	141
H501MJU17	142
H501MJU17	143
H501MJU17	144
H501MJU17	145
H501MJU17	146
H501MJU17	148
H501MJU17	150
H501MJU18	56
H501MJU18	58
H501MJU18	60
H501MJU18	63
H501MJU18	64
H501MJU18	65
H501MJU18	66
H501MJU18	67
H501MJU18	68
H501MJU18	74
H501MJU18	76
H501MJU19	163
H501MJU19	167
H501MJU2	94
H501MJU2	99
H501MJU2	100
H501MJU2	101
H501MJU2	102
H501MJU2	103
H501MJU2	105
H501MJU2	107
H501MJU2	117
H501MJU2	131
H501MJU2	133
H501MJU22	97
H501MJU22	99
H501MJU22	101
H501MJU22	102
H501MJU22	104
H501MJU22	106
H501MJU24	8
H501MJU24	10
H501MJU24	11
H501MJU24	13
H501MJU24	15
H501MJU24	18
H501MJU24	20
H501MJU24	22
H501MJU24	23
H501MJU24	24
H501MJU24	25
H501MJU24	26
H501MJU24	27
H501MJU24	28
H501MJU24	29
H501MJU24	30
H501MJU24	31
H501MJU24	32
H501MJU24	33
H501MJU24	34
H501MJU24	36
H501MJU24	38
H501MJU24	40
H501MJU24	42
H501MJU24	45
H501MJU24	47
H501MJU25	7
H501MJU5	15
H501MJU5	16
H501MJU5	17
H501MJU5	18
H501MJU5	19
H501MJU5	20
H501MJU5	22
H501MJU5	24
H501MJU5	26
H501MJU5	28
H501MJU5	30
H501MJU6	53
H501MJU6	55
H501MJU6	57
H501MJU6	58
H501MJU6	59
H501MJU6	60
H501MJU6	61
H501MJU6	62
H501MJU6	66
H501MJU6	68
H501MJU8	1
H501MJU8	3
H501MJU8	6
H501MJU8	8
H501MJU8	10
H501MJU8	12
H501MJU8	19
H501MJU8	21
H501MJU8	27
H501MJU8	29
H501MJU8	31
H501MJU9	105
H501MJU9	107
H501MJU9	109
H501MJU9	112
H501MJU9	114
H501NU1	27
H501NU1	28
H501NU1	29
H501NU1	30
H501NU1	31
H501NU1	32
H501NU1	33
H501NU1	35
H501NU1	37
H501NU1	41
H501NU1	43
H501NU1	46
H501NU1	48
H501NU1	50
H501NU1	57
H501NU1	59
H501NU1	62
H501NU1	64
H501NU1	70
H501NU1	72
H501NU10	98
H501NU10	99
H501NU11	2
H501NU11	4
H501NU11	6
H501NU11	7
H501NU11	9
H501NU11	11
H501NU11	15
H501NU11	17
H501NU12	80
H501NU12	82
H501NU12	84
H501NU12	85
H501NU12	86
H501NU12	87
H501NU12	88
H501NU12	89
H501NU12	91
H501NU12	93
H501NU12	95
H501NU12	97
H501NU12	99
H501NU12	101
H501NU12	103
H501NU12	116
H501NU13	13
H501NU14	39
H501NU16	1
H501NU16	2
H501NU16	5
H501NU16	6
H501NU16	7
H501NU16	8
H501NU16	9
H501NU16	10
H501NU16	11
H501NU16	12
H501NU16	13
H501NU16	15
H501NU16	17
H501NU16	18
H501NU18	20
H501NU18	22
H501NU19	1
H501NU19	2
H501NU19	5
H501NU19	7
H501NU19	30
H501NU19	32
H501NU19	42
H501NU2	82
H501NU2	86
H501NU2	87
H501NU2	88
H501NU2	89
H501NU2	90
H501NU2	92
H501NU2	94
H501NU2	96
H501NU2	98
H501NU2	100
H501NU2	102
H501NU22	3
H501NU22	12
H501NU22	14
H501NU22	17
H501NU22	19
H501NU22	34
H501NU22	36
H501NU24	62
H501NU24	63
H501NU24	66
H501NU24	68
H501NU24	70
H501NU24	72
H501NU24	75
H501NU24	77
H501NU3	129
H501NU3	137
H501NU3	139
H501NU3	147
H501NU3	149
H501NU4	1
H501NU4	3
H501NU4	16
H501NU4	18
H501NU4	20
H501NU4	22
H501NU8	33
H501NU8	35
H501NU8	37
H501NU8	41
H501NU8	43
H501NU8	47
H501NU8	49
H501NU8	51
H501NU8	53
H501NU8	54
H501NU8	55
H501NU8	56
H501NU8	57
H501NU9	87
H501SfU1	4
H501SfU1	15
H501SfU1	17
H501SfU1	19
H501SfU10	62
H501SfU10	64
H501SfU10	66
H501SfU13	72
H501SfU13	74
H501SfU13	76
H501SfU14	79
H501SfU19	29
H501SfU19	31
H501SfU2	7
H501SfU2	8
H501SfU2	10
H501SfU2	12
H501SfU2	13
H501SfU2	14
H501SfU2	15
H501SfU2	16
H501SfU2	26
H501SfU2	28
H501SfU21	2
H501SfU21	8
H501SfU21	10
H501SfU22	24
H501SfU22	25
H501SfU23	85
H501SfU23	90
H501SfU24	52
H501SfU24	54
H501SfU26	12
H501SfU26	14
H501SfU26	16
H501SfU27	2
H501SfU27	3
H501SfU28	101
H501SfU28	103
H501SfU28	105
H501SfU3	39
H501SfU3	40
H501SfU3	41
H501SfU3	45
H501SfU3	47
H501SfU30	1
H501SfU30	2
H501SfU30	5
H501SfU30	7
H501SfU30	9
H501SfU4	1
H501SfU4	3
H501SfU4	5
H501SfU4	12
H501SfU4	14
H501SfU4	16
H501SfU4	17
H501SfU4	18
H501SfU4	19
H501SfU4	20
H501SfU4	21
H501SfU4	23
H501SfU4	25
H501SfU4	26
H501SfU4	28
H501SfU4	30
H501SfU4	32
H501SfU4	34
H501SfU4	40
H501SfU5	27
H501SfU6	112
H501SfU7	35
H501SfU7	37
H501SfU7	39
H501SfU7	41
H501SfU7	43
H501SfU7	44
H501SfU8	3
H501SfU9	7
H501SfU9	8
H501SkU1	68
H501SkU1	69
H501SkU1	70
H501SkU1	73
H501SkU1	74
H501SkU1	75
H501SkU1	76
H501SkU1	77
H501SkU10	130
H501SkU10	131
H501SkU10	132
H501SkU10	137
H501SkU10	139
H501SkU10	141
H501SkU10	143
H501SkU11	146
H501SkU11	148
H501SkU12	33
H501SkU12	35
H501SkU12	43
H501SkU13	161
H501SkU13	165
H501SkU13	167
H501SkU14	44
H501SkU14	45
H501SkU14	46
H501SkU14	48
H501SkU14	50
H501SkU19	22
H501SkU19	24
H501SkU20	17
H501SkU20	19
H501SkU20	21
H501SkU20	23
H501SkU20	25
H501SkU20	27
H501SkU20	29
H501SkU21	72
H501SkU24	26
H501SkU24	28
H501SkU24	127
H501SkU24	129
H501SkU24	131
H501SkU24	133
H501SkU25	223
H501SkU25	224
H501SkU25	225
H501SkU3	86
H501SkU4	89
H501SkU7	83
H501SkU7	84
H501SkU7	85
H501SkU7	86
H501SkU8	1
H501SkU8	2
H501SkU8	3
H501SkU8	12
H501SkU8	14
H501SkU9	18
H501SkU9	20
H501SoU1	93
H501SoU1	95
H501SoU1	97
H501SoU1	99
H501SoU1	101
H501SoU1	103
H501SoU1	104
H501SoU1	106
H501SoU1	108
H501SoU1	109
H501SoU1	110
H501SoU1	111
H501SoU1	112
H501SoU1	113
H501SoU1	114
H501SoU1	116
H501SoU1	118
H501SoU1	120
H501SoU1	122
H501SoU14	30
H501SoU14	31
H501SoU14	32
H501SoU14	38
H501SoU14	40
H501SoU16	1
H501SoU16	5
H501SoU16	6
H501SoU17	29
H501SoU17	31
H501SoU17	35
H501SoU17	37
H501SoU17	51
H501SoU17	52
H501SoU17	53
H501SoU17	54
H501SoU17	55
H501SoU17	57
H501SoU17	59
H501SoU17	60
H501SoU18	29
H501SoU18	30
H501SoU18	31
H501SoU18	32
H501SoU2	8
H501SoU2	20
H501SoU2	22
H501SoU2	24
H501SoU20	1
H501SoU20	4
H501SoU20	6
H501SoU20	8
H501SoU20	10
H501SoU20	12
H501SoU20	20
H501SoU20	22
H501SoU20	32
H501SoU20	33
H501SoU20	34
H501SoU20	35
H501SoU20	36
H501SoU20	38
H501SoU20	40
H501SoU22	30
H501SoU22	113
H501SoU22	114
H501SoU22	115
H501SoU22	116
H501SoU22	118
H501SoU22	120
H501SoU24	1
H501SoU24	3
H501SoU24	5
H501SoU24	7
H501SoU24	9
H501SoU25	129
H501SoU25	130
H501SoU25	131
H501SoU25	133
H501SoU25	135
H501SoU25	138
H501SoU25	139
H501SoU25	140
H501SoU25	141
H501SoU25	142
H501SoU25	144
H501SoU25	146
H501SoU25	148
H501SoU25	150
H501SoU25	152
H501SoU26	74
