dokid	anforande_nummer
GW10238	65
GW10238	67
GW10241	37
GW10241	39
GW10241	41
GW10241	43
GW10241	45
GW10241	47
GW10242	17
GW10242	20
GW10242	21
GW10242	24
GW10242	25
GW10242	27
GW10245	1
GW10245	4
GW10245	7
GW10245	9
GW10246	101
GW10246	103
GW10246	105
GW10246	107
GW10249	81
GW1025	120
GW1025	123
GW10250	3
GW10250	5
GW10250	9
GW10250	14
GW10250	16
GW10250	20
GW10252	2
GW10252	4
GW10252	6
GW10252	8
GW10252	10
GW10252	12
GW10253	49
GW10253	51
GW10253	53
GW10255	92
GW10255	93
GW10255	96
GW10255	97
GW10255	100
GW10255	101
GW10258	11
GW10258	15
GW10259	75
GW10259	77
GW10259	78
GW10259	80
GW10259	81
GW10259	83
GW10262	115
GW10262	118
GW10262	121
GW10263	27
GW10263	30
GW10265	3
GW10265	6
GW10265	9
GW10266	10
GW10266	12
GW10266	14
GW10266	16
GW10271	17
GW10271	19
GW10271	21
GW10271	23
GW10273	104
GW10273	106
GW10273	108
GW10274	24
GW10274	26
GW10274	28
GW10274	30
GW10275	31
GW10275	32
GW10275	34
GW10275	35
GW10275	37
GW10275	38
GW10275	39
GW1028	53
GW1028	55
GW1028	57
GW10281	53
GW10281	58
GW10281	62
GW10281	64
GW10286	119
GW10286	121
GW10286	123
GW10286	125
GW10287	16
GW10287	17
GW10287	19
GW10287	20
GW10287	22
GW10289	86
GW10289	89
GW1029	68
GW1029	71
GW10295	47
GW10295	52
GW10295	57
GW10297	40
GW10297	44
GW10298	112
GW10298	115
GW10299	60
GW10299	62
GW10299	64
GW103	11
GW103	18
GW103	24
GW103	26
GW10300	68
GW10300	71
GW10301	65
GW10301	67
GW10301	69
GW10301	70
GW10301	72
GW10301	73
GW10302	23
GW10302	25
GW10302	27
GW10304	67
GW10304	70
GW10304	73
GW10305	40
GW10305	42
GW10305	44
GW10307	75
GW10307	77
GW10307	79
GW10308	46
GW10309	24
GW10309	26
GW10309	28
GW10309	30
GW10310	2
GW10310	3
GW10310	5
GW10310	7
GW10311	76
GW10311	78
GW10311	82
GW10311	84
GW10311	88
GW10312	58
GW10312	61
GW10312	64
GW10313	1
GW10313	7
GW10313	12
GW10313	14
GW10316	31
GW10316	33
GW10316	35
GW10316	37
GW10317	24
GW10317	26
GW10317	28
GW10320	30
GW10320	32
GW10320	34
GW10322	10
GW10322	11
GW10322	13
GW10322	16
GW10322	17
GW10322	19
GW10322	22
GW10323	37
GW10323	39
GW10323	41
GW10324	38
GW10324	40
GW10324	42
GW10325	25
GW10325	27
GW10325	28
GW10325	31
GW10325	32
GW10329	44
GW10329	46
GW10329	48
GW1033	27
GW1033	29
GW1033	31
GW10330	51
GW10330	53
GW10330	55
GW10336	1
GW10336	4
GW10336	8
GW10336	11
GW10337	19
GW10337	21
GW10338	80
GW10338	82
GW10338	84
GW10339	58
GW10339	60
GW10339	62
GW10342	1
GW10342	2
GW10342	4
GW10342	5
GW10342	7
GW10342	8
GW10342	10
GW10343	65
GW10343	67
GW10343	69
GW10343	71
GW10343	73
GW10344	77
GW10345	82
GW10345	83
GW10345	85
GW10345	87
GW10345	88
GW10345	90
GW10345	92
GW10345	93
GW10349	41
GW10349	43
GW10349	45
GW10350	72
GW10350	75
GW10350	76
GW10350	79
GW10350	82
GW10350	83
GW10350	86
GW10353	32
GW10353	34
GW10353	36
GW10354	84
GW10354	86
GW10354	88
GW10355	13
GW10355	15
GW10355	16
GW10355	19
GW10355	23
GW10355	25
GW10355	26
GW10355	29
GW10355	30
GW10355	34
GW10358	43
GW10358	45
GW10358	47
GW1036	41
GW1036	43
GW1036	44
GW1036	45
GW1036	47
GW10360	89
GW10360	93
GW10361	40
GW10361	41
GW10361	42
GW10361	43
GW10361	44
GW10363	96
GW10363	97
GW10363	99
GW10363	100
GW10363	102
GW10364	105
GW10364	107
GW10364	109
GW10365	90
GW10365	92
GW10365	96
GW10365	101
GW10368	2
GW10368	3
GW10368	4
GW10368	6
GW10368	7
GW10369	124
GW10369	126
GW10369	128
GW1037	6
GW1037	7
GW1037	8
GW1037	9
GW1037	11
GW1037	17
GW1037	18
GW1037	19
GW1037	21
GW1037	22
GW1037	28
GW1037	29
GW1037	30
GW10370	58
GW10370	61
GW10372	78
GW10372	80
GW10372	82
GW10375	98
GW10375	100
GW10375	102
GW10377	11
GW10377	12
GW10377	13
GW10377	14
GW10377	15
GW10377	16
GW10377	17
GW10382	64
GW10382	65
GW10382	67
GW10382	69
GW10383	2
GW10383	3
GW10383	6
GW10383	7
GW10383	9
GW10383	11
GW10383	12
GW10383	14
GW10385	64
GW10385	67
GW10385	70
GW10389	18
GW10389	21
GW10389	24
GW10389	26
GW10390	26
GW10390	27
GW10390	28
GW10390	31
GW10390	32
GW10390	33
GW10390	38
GW10393	27
GW10393	31
GW10393	35
GW10393	37
GW10394	38
GW10394	41
GW10394	43
GW10394	45
GW10395	46
GW10395	48
GW10395	50
GW10396	52
GW10396	56
GW10396	60
GW10396	62
GW10397	3
GW10397	6
GW10399	128
GW10399	131
GW10404	94
GW10404	97
GW10406	32
GW10406	34
GW10406	36
GW10406	38
GW10407	18
GW10407	20
GW10407	22
GW10411	2
GW10411	4
GW10411	6
GW10412	147
GW10412	149
GW10412	151
GW10412	153
GW10413	100
GW10413	102
GW10413	103
GW10413	104
GW10413	106
GW10413	107
GW10414	110
GW10414	112
GW10414	114
GW10415	44
GW10415	49
GW10415	54
GW10416	155
GW10416	157
GW10416	159
GW10417	57
GW10417	58
GW10417	60
GW10417	61
GW10417	63
GW10419	2
GW10419	4
GW10421	14
GW10421	18
GW10423	44
GW10424	67
GW10424	68
GW10424	71
GW10424	72
GW10424	73
GW10424	76
GW10425	51
GW10425	52
GW10425	55
GW10425	56
GW10425	57
GW10427	48
GW10427	50
GW10427	52
GW10430	54
GW10430	56
GW10430	57
GW10430	59
GW10430	60
GW10430	62
GW10433	16
GW10433	18
GW10433	20
GW10434	24
GW10434	25
GW10434	27
GW10434	28
GW10434	30
GW10435	2
GW10435	3
GW10435	6
GW10435	7
GW10435	10
GW10436	41
GW10436	43
GW10436	45
GW10437	10
GW10437	11
GW10437	13
GW10437	14
GW10437	16
GW10438	2
GW10438	3
GW10438	6
GW10438	7
GW10438	11
GW10438	12
GW10439	41
GW10439	43
GW10439	44
GW10439	46
GW10439	47
GW10440	65
GW10440	67
GW10440	69
GW10441	33
GW10441	34
GW10441	36
GW10441	37
GW10441	39
GW10447	10
GW10447	13
GW10448	42
GW10448	43
GW10448	45
GW10448	46
GW10448	48
GW10449	62
GW10449	64
GW10450	51
GW10450	52
GW10450	54
GW10450	55
GW10450	57
GW10451	2
GW10451	3
GW10451	5
GW10451	6
GW10451	8
GW10452	19
GW10452	20
GW10452	22
GW10452	23
GW10452	25
GW10453	86
GW10455	39
GW10455	41
GW10455	43
GW10456	60
GW10456	62
GW10458	17
GW10458	20
GW10458	23
GW10458	25
GW10459	26
GW10459	28
GW10459	30
GW10459	31
GW10459	33
GW10460	34
GW10460	36
GW10460	38
GW10462	9
GW10462	11
GW10462	13
GW10462	15
GW10468	3
GW10468	5
GW10468	7
GW10471	53
GW10471	55
GW10471	57
GW10473	1
GW10477	24
GW10477	29
GW10477	35
GW10478	28
GW10478	30
GW10478	32
GW10479	36
GW10479	38
GW10479	40
GW10487	19
GW10487	20
GW10487	22
GW10487	23
GW10487	25
GW10487	26
GW1049	69
GW10491	31
GW10491	32
GW10491	34
GW10491	35
GW10491	37
GW10492	1
GW10492	2
GW10492	5
GW10492	6
GW10493	8
GW10493	10
GW10493	12
GW10493	14
GW10495	27
GW10495	29
GW10495	32
GW10495	34
GW10497	67
GW10497	69
GW10497	71
GW10499	41
GW10499	44
GW10499	45
GW1050	79
GW1050	82
GW10502	2
GW10502	5
GW10502	8
GW10503	15
GW10505	9
GW10505	11
GW10505	13
GW10505	15
GW10509	2
GW10509	4
GW10509	6
GW10510	9
GW10510	12
GW10510	15
GW10511	59
GW10511	61
GW10511	63
GW10512	13
GW10512	14
GW10512	15
GW10512	16
GW10512	20
GW10512	21
GW10512	22
GW10512	24
GW10512	25
GW10512	28
GW10515	112
GW10515	113
GW10515	114
GW10515	116
GW10515	117
GW10515	118
GW10515	120
GW10515	121
GW10516	16
GW10516	18
GW10516	20
GW10516	22
GW10519	49
GW10519	50
GW10519	52
GW10519	54
GW10520	123
GW10520	125
GW10520	127
GW10522	25
GW10522	27
GW10526	94
GW10526	97
GW10526	100
GW10528	51
GW10528	53
GW10528	55
GW10530	103
GW10530	105
GW10530	107
GW10531	9
GW10531	11
GW10531	13
GW10532	72
GW10532	73
GW10532	75
GW10532	76
GW10532	78
GW10533	66
GW10533	70
GW10533	74
GW10535	57
GW10535	58
GW10535	60
GW10535	61
GW10535	63
GW10539	81
GW10539	84
GW10540	26
GW10540	29
GW10542	23
GW10542	24
GW10542	25
GW10542	26
GW10542	27
GW10542	28
GW10542	29
GW10544	9
GW10544	10
GW10544	12
GW10544	13
GW10544	15
GW10545	70
GW10547	88
GW10547	92
GW1055	22
GW1055	24
GW1055	26
GW1055	28
GW10550	85
GW10550	87
GW10555	30
GW10555	31
GW10555	32
GW10555	33
GW10555	34
GW10555	35
GW10555	36
GW10557	19
GW10557	22
GW10559	76
GW10562	50
GW10562	51
GW10562	53
GW10562	54
GW10562	56
GW10563	1
GW10563	3
GW10563	5
GW10563	7
GW1057	25
GW1057	26
GW1057	28
GW1057	30
GW1057	31
GW1057	33
GW1057	35
GW1057	36
GW1058	110
GW1058	113
GW1058	116
GW1061	4
GW1061	5
GW1061	6
GW1061	7
GW1061	8
GW1061	12
GW1061	13
GW1061	14
GW1061	15
GW1061	16
GW1061	17
GW1061	20
GW1063	87
GW1063	88
GW1063	90
GW1063	91
GW1063	93
GW1064	22
GW1064	25
GW1064	28
GW1064	30
GW1065	2
GW1065	4
GW1066	9
GW1066	11
GW1066	13
GW1068	41
GW1068	44
GW1070	29
GW1070	31
GW1070	32
GW1070	33
GW1070	35
GW1070	36
GW1070	37
GW1070	39
GW1073	19
GW1073	22
GW1075	75
GW1075	77
GW1075	79
GW1078	2
GW1078	3
GW1078	5
GW1078	6
GW1078	8
GW1079	11
GW1079	12
GW1079	14
GW1079	15
GW1079	17
GW1080	20
GW1080	21
GW1080	23
GW1080	24
GW1080	26
GW1081	82
GW1081	83
GW1081	85
GW1081	87
GW1081	88
GW1081	90
GW1081	91
GW1081	92
GW1081	94
GW1081	94
GW1081	95
GW1081	96
GW1082	57
GW1082	59
GW1082	61
GW1082	63
GW1082	65
GW1083	34
GW1083	36
GW1083	38
GW1086	50
GW1086	52
GW1086	53
GW1086	55
GW1086	58
GW1086	62
GW1088	41
GW1088	44
GW1088	47
GW1094	20
GW1094	22
GW1094	24
GW1095	16
GW1095	17
GW1095	18
GW1095	20
GW1095	21
GW1095	22
GW1095	24
GW1098	29
GW1098	30
GW1098	31
GW1098	35
GW1098	37
GW1099	2
GW1099	3
GW1099	4
GW1099	5
GW1099	7
GW1099	8
GW1099	9
GW1099	10
GW1099	11
GW1099	13
GW1099	15
GW1099	17
GW1099	18
GW1099	19
GW1099	21
GW1099	23
GX01CU10	40
GX01CU13	45
GX01CU13	47
GX01CU13	49
GX01CU13	51
GX01CU13	59
GX01CU15	17
GX01CU15	19
GX01CU15	20
GX01CU15	22
GX01CU15	24
GX01CU15	26
GX01CU15	28
GX01CU15	30
GX01CU20	216
GX01CU29	188
GX01CU29	190
GX01CU29	195
GX01CU29	196
GX01CU29	197
GX01CU29	198
GX01CU29	199
GX01CU29	201
GX01CU29	203
GX01CU29	205
GX01CU29	207
GX01CU29	213
GX01CU29	214
GX01CU29	215
GX01CU6	11
GX01CU6	13
GX01CU6	14
GX01CU6	15
GX01CU6	16
GX01CU6	17
GX01CU6	18
GX01CU6	20
GX01CU6	22
GX01CU6	25
GX01CU6	26
GX01CU6	28
GX01CU6	30
GX01CU7	33
GX01CU7	35
GX01CU7	36
GX01CU7	37
GX01CU7	38
GX01CU7	39
GX01CU7	40
GX01CU8	1
GX01CU8	4
GX01CU8	6
GX01CU8	8
GX01CU8	16
GX01CU8	18
GX01FiU13	117
GX01FiU13	119
GX01FiU13	121
GX01FiU17	63
GX01FiU17	64
GX01FiU23	98
GX01FiU23	100
GX01FiU23	103
GX01FiU23	104
GX01FiU25	106
GX01FiU25	108
GX01FiU25	110
GX01FiU25	112
GX01FiU25	114
GX01FiU25	116
GX01FiU29	60
GX01FiU29	63
GX01FiU29	65
GX01FiU29	76
GX01FiU29	78
GX01FiU29	80
GX01FiU29	82
GX01FiU29	84
GX01FiU29	85
GX01FiU29	87
GX01FiU29	89
GX01FiU29	90
GX01FiU29	91
GX01FiU29	92
GX01FiU29	93
GX01FiU29	95
GX01FiU29	97
GX01FiU29	99
GX01FiU29	100
GX01FiU29	101
GX01FiU29	102
GX01FiU29	103
GX01FiU29	105
GX01FiU29	107
GX01FiU29	108
GX01FiU29	109
GX01FiU35	3
GX01FiU35	5
GX01FiU35	7
GX01FiU35	13
GX01FiU35	15
GX01FiU35	16
GX01FiU35	17
GX01FiU35	18
GX01FiU35	20
GX01FiU35	22
GX01FiU35	24
GX01FiU35	25
GX01FiU35	26
GX01FiU35	27
GX01FiU35	28
GX01FiU35	30
GX01FiU35	31
GX01FiU35	32
GX01FiU35	33
GX01FiU35	35
GX01FiU35	37
GX01FiU38	9
GX01FiU38	10
GX01FiU38	12
GX01FiU38	14
GX01FiU38	16
GX01FiU38	18
GX01FiU7	71
GX01FiU7	73
GX01JuU12	54
GX01JuU12	60
GX01JuU13	4
GX01JuU13	6
GX01JuU13	8
GX01JuU15	24
GX01JuU15	26
GX01JuU15	28
GX01JuU7	39
GX01JuU7	41
GX01JuU7	52
GX01KU10	89
GX01KU10	93
GX01KU10	94
GX01KU10	96
GX01KU10	98
GX01KU11	30
GX01KU11	32
GX01KU11	34
GX01KU12	194
GX01KU13	2
GX01KU13	4
GX01KU13	6
GX01KU13	14
GX01KU13	16
GX01KU17	5
GX01KU31	103
GX01KU37	33
GX01KU37	35
GX01KU37	36
GX01KU37	37
GX01KU37	38
GX01KU37	39
GX01KU37	41
GX01KU37	43
GX01KU37	47
GX01KU37	54
GX01KU37	56
GX01KU37	63
GX01KU37	65
GX01KU4	70
GX01KU5	188
GX01KU5	190
GX01KU5	192
GX01KU7	76
GX01KU7	78
GX01KU7	80
GX01KU7	83
GX01KrU10	112
GX01KrU10	114
GX01KrU10	116
GX01KrU10	121
GX01KrU12	76
GX01KrU12	78
GX01KrU12	80
GX01KrU12	82
GX01KrU12	84
GX01KrU12	85
GX01KrU12	87
GX01KrU12	89
GX01KrU12	90
GX01KrU12	92
GX01KrU12	94
GX01MJU1	193
GX01MJU1	195
GX01MJU1	212
GX01MJU14	97
GX01MJU14	100
GX01MJU15	44
GX01MJU15	46
GX01MJU15	48
GX01MJU15	50
GX01MJU15	52
GX01MJU15	54
GX01MJU15	56
GX01MJU15	58
GX01MJU21	36
GX01MJU21	37
GX01MJU21	38
GX01MJU21	39
GX01MJU21	40
GX01MJU21	41
GX01MJU21	42
GX01MJU21	44
GX01MJU21	46
GX01MJU21	47
GX01MJU21	48
GX01MJU21	49
GX01MJU21	50
GX01MJU21	56
GX01MJU21	58
GX01MJU21	62
GX01MJU21	64
GX01MJU5	76
GX01MJU5	80
GX01MJU5	82
GX01NU1	89
GX01NU1	93
GX01NU1	95
GX01NU1	105
GX01NU1	106
GX01NU1	107
GX01NU1	108
GX01NU1	109
GX01NU1	111
GX01NU1	113
GX01NU1	116
GX01NU1	118
GX01NU1	125
GX01NU1	127
GX01NU1	129
GX01NU1	131
GX01NU1	133
GX01NU1	136
GX01NU1	138
GX01NU1	140
GX01NU1	142
GX01NU1	144
GX01NU1	146
GX01NU13	161
GX01NU13	163
GX01NU13	165
GX01NU13	167
GX01NU13	169
GX01NU13	171
GX01NU13	173
GX01NU14	112
GX01NU14	113
GX01NU14	114
GX01NU14	115
GX01NU14	116
GX01NU14	117
GX01NU14	119
GX01NU14	121
GX01NU14	123
GX01NU14	125
GX01NU14	127
GX01NU14	129
GX01NU14	140
GX01NU14	142
GX01NU14	152
GX01NU14	153
GX01NU14	154
GX01NU14	155
GX01NU14	156
GX01NU14	158
GX01NU14	161
GX01NU14	163
GX01NU14	165
GX01NU14	176
GX01NU14	178
GX01NU14	180
GX01NU14	182
GX01NU14	184
GX01NU14	185
GX01NU14	186
GX01NU14	187
GX01NU14	188
GX01NU14	189
GX01NU14	190
GX01NU14	192
GX01NU14	194
GX01NU14	202
GX01NU14	204
GX01NU14	206
GX01NU14	207
GX01NU14	208
GX01NU14	209
GX01NU14	210
GX01NU2	115
GX01NU2	118
GX01NU2	119
GX01NU2	120
GX01NU2	121
GX01NU2	122
GX01NU2	124
GX01NU2	126
GX01NU2	130
GX01NU2	136
GX01NU2	138
GX01NU2	141
GX01NU2	143
GX01NU2	146
GX01NU2	148
GX01NU23	69
GX01NU23	70
GX01NU23	72
GX01NU23	74
GX01NU23	76
GX01NU23	78
GX01NU23	79
GX01NU23	80
GX01NU23	81
GX01NU23	82
GX01NU23	83
GX01NU23	87
GX01NU23	88
GX01NU23	89
GX01NU23	90
GX01NU23	91
GX01NU23	93
GX01NU23	95
GX01NU23	97
GX01NU23	99
GX01NU23	105
GX01NU23	106
GX01NU23	107
GX01NU23	108
GX01NU23	109
GX01NU23	111
GX01NU23	113
GX01NU23	115
GX01NU23	117
GX01NU3	173
GX01NU3	175
GX01NU3	177
GX01NU9	141
GX01NU9	149
GX01NU9	150
GX01NU9	155
GX01NU9	166
GX01NU9	168
GX01SfU13	112
GX01SfU13	120
GX01SfU13	122
GX01SfU13	128
GX01SfU13	129
GX01SfU13	130
GX01SfU13	131
GX01SfU13	132
GX01SfU13	134
GX01SfU13	136
GX01SfU13	138
GX01SfU13	140
GX01SfU13	141
GX01SfU13	143
GX01SfU13	145
GX01SfU13	154
GX01SfU13	156
GX01SfU14	20
GX01SfU14	22
GX01SfU14	24
GX01SfU14	26
GX01SfU14	28
GX01SfU14	31
GX01SfU14	34
GX01SfU14	36
GX01SfU14	38
GX01SfU14	40
GX01SfU14	42
GX01SfU14	44
GX01SfU14	46
GX01SkU1	53
GX01SkU1	55
GX01SkU1	57
GX01SkU1	59
GX01SkU1	61
GX01SkU1	63
GX01SkU1	65
GX01SkU1	67
GX01SkU1	68
GX01SkU1	74
GX01SkU24	122
GX01SkU24	124
GX01SkU24	126
GX01SkU24	127
GX01SkU24	129
GX01SkU24	131
GX01SkU26	68
GX01SkU26	70
GX01SkU26	72
GX01SkU26	74
GX01SkU26	76
GX01SkU26	78
GX01SkU26	80
GX01SkU26	94
GX01SkU26	96
GX01SkU26	98
GX01SkU26	99
GX01SkU28	157
GX01SkU29	4
GX01SkU29	6
GX01SkU29	8
GX01SkU29	14
GX01SkU29	19
GX01SkU29	21
GX01SkU29	23
GX01SkU35	27
GX01SkU35	29
GX01SkU35	31
GX01SkU39	8
GX01SkU39	9
GX01SkU39	10
GX01SkU39	11
GX01SkU39	12
GX01SkU39	13
GX01SkU39	14
GX01SkU39	15
GX01SoU11	16
GX01SoU11	19
GX01SoU13	16
GX01SoU13	20
GX01SoU13	22
GX01SoU13	24
GX01TU13	57
GX01TU13	67
GX01TU13	69
GX01TU13	71
GX01TU13	72
GX01TU13	73
GX01TU13	74
GX01TU13	75
GX01TU13	77
GX01TU13	79
GX01TU13	83
GX01TU14	108
GX01TU14	118
GX01TU14	119
GX01TU14	120
GX01TU14	121
GX01TU14	122
GX01TU14	124
GX01TU14	126
GX01TU17	30
GX01TU23	77
GX01TU23	79
GX01TU23	80
GX01TU23	81
GX01TU23	82
GX01TU23	83
GX01TU4	178
GX01TU4	180
GX01TU4	182
GX01TU4	184
GX01TU4	186
GX01TU4	195
GX01TU4	199
GX01TU4	201
GX01TU4	207
GX01UFöU3	2
GX01UFöU3	3
GX01UFöU3	4
GX01UFöU3	6
GX01UU10	79
GX01UU10	81
GX01UU10	91
GX01UU10	93
GX01UU10	95
GX01UU10	97
GX01UU10	99
GX01UU10	101
GX01UU10	103
GX01UU13	64
GX01UU13	67
GX01UU13	69
GX01UU15	87
GX01UU15	89
GX01UU15	91
GX01UU15	94
GX01UU15	95
GX01UU15	96
GX01UU15	97
GX01UU15	99
GX01UU15	101
GX01UU15	107
GX01UU15	109
GX01UU15	117
GX01UU4	136
GX01UU4	139
GX01UU4	144
GX01UU5	148
GX01UU5	151
GX01UbU1	1
GX01UbU1	2
GX01UbU1	3
GX01UbU1	5
GX01UbU1	7
GX01UbU1	9
GX01UbU1	11
GX01UbU1	13
GX01UbU1	15
GX01UbU1	18
GX01UbU1	20
GX01UbU1	22
GX01UbU1	24
GX01UbU1	26
GX01UbU1	28
GX01UbU1	31
GX01UbU1	33
GX01UbU1	35
GX01UbU1	37
GX01UbU1	39
GX01UbU1	41
GX01UbU1	46
GX01UbU1	48
GX01UbU1	50
GX01UbU1	52
GX01UbU1	54
GX01UbU1	55
GX01UbU1	56
GX01UbU1	57
GX01UbU1	58
GX01UbU1	59
GX01UbU1	61
GX01UbU1	63
GX01UbU1	65
GX01UbU1	67
GX01UbU10	114
GX01UbU10	115
GX01UbU10	118
GX01UbU10	120
GX01UbU10	126
GX01UbU10	128
GX01UbU10	130
GX01UbU10	131
GX01UbU10	132
GX01UbU10	133
GX01UbU10	134
GX01UbU10	136
GX01UbU10	138
GX01UbU10	139
GX01UbU10	140
GX01UbU10	141
GX01UbU10	142
GX01UbU10	143
GX01UbU10	145
GX01UbU10	147
GX01UbU10	149
GX01UbU10	151
GX01UbU10	153
GX01UbU11	177
GX01UbU11	179
GX01UbU11	181
GX01UbU13	124
GX01UbU13	126
GX01UbU13	128
GX01UbU13	130
GX01UbU13	132
GX01UbU17	31
GX01UbU17	33
GX01UbU17	35
GX01UbU18	65
GX01UbU22	146
GX10104	7
GX10104	7
GX10104	8
GX10104	11
GX10104	12
GX10104	13
GX10104	16
GX10104	17
GX10104	18
GX10107	19
GX10107	21
GX10107	23
GX10107	25
GX10110	21
GX10110	24
GX10110	29
GX10113	59
GX10113	61
GX10113	63
GX10114	32
GX10114	34
GX10114	37
GX10115	42
GX10115	45
GX10116	2
GX10116	4
GX10116	6
GX10117	84
GX10117	86
GX10117	88
GX10118	1
GX10118	2
GX10118	3
GX10118	4
GX10118	5
GX10118	6
GX10118	7
GX10118	8
GX10118	9
GX10118	10
GX10118	11
GX10120	24
GX10120	28
GX10120	32
GX10120	34
GX10122	50
GX10122	51
GX10122	53
GX10122	54
GX10122	56
GX10123	67
GX10123	71
GX10124	12
GX10124	14
GX10124	16
GX10124	18
GX10125	96
GX10125	99
GX10125	101
GX10125	103
GX10126	105
GX10126	107
GX10126	109
GX10126	111
GX10130	9
GX10130	12
GX10130	15
GX10134	52
GX10134	56
GX10135	26
GX10135	28
GX10135	30
GX10136	58
GX10136	60
GX10136	61
GX10136	63
GX10136	64
GX1014	37
GX1014	42
GX10146	68
GX10146	71
GX10150	33
GX10150	35
GX10150	37
GX10157	41
GX10157	42
GX10157	45
GX10157	47
GX10158	50
GX10158	53
GX10158	55
GX10162	2
GX10162	4
GX10162	5
GX10162	6
GX10162	8
GX10162	10
GX10162	12
GX10162	13
GX10162	14
GX10162	16
GX10162	18
GX10164	20
GX10164	23
GX10165	10
GX10165	11
GX10165	14
GX10166	9
GX10166	10
GX10166	12
GX10166	13
GX10166	15
GX10167	69
GX10167	70
GX10167	72
GX10167	73
GX10167	76
GX10168	2
GX10168	5
GX10168	8
GX1017	2
GX1017	4
GX1017	6
GX10170	28
GX10170	30
GX10170	32
GX10172	16
GX10172	18
GX10172	20
GX10173	37
GX10173	41
GX10176	46
GX10176	48
GX10176	49
GX10176	51
GX10177	23
GX10177	25
GX10177	27
GX10178	18
GX10178	23
GX10178	28
GX10183	38
GX10183	41
GX10183	43
GX10183	45
GX10183	46
GX10184	49
GX10184	52
GX10184	55
GX10185	59
GX10185	62
GX10186	1
GX10186	3
GX10186	5
GX10186	7
GX10187	68
GX10187	71
GX10188	54
GX10188	56
GX10188	58
GX10190	2
GX10190	4
GX10190	6
GX10193	76
GX10193	78
GX10194	2
GX10194	4
GX10194	6
GX10195	61
GX10195	63
GX10195	66
GX10196	88
GX10196	90
GX10196	92
GX10197	30
GX10197	33
GX10198	19
GX10198	22
GX10200	8
GX10200	10
GX10200	12
GX10200	14
GX10204	108
GX10204	110
GX10204	112
GX10204	114
GX10208	62
GX10208	65
GX10209	83
GX10209	85
GX10209	87
GX10210	95
GX10210	97
GX10210	99
GX10211	46
GX10211	49
GX10211	50
GX10211	53
GX10211	54
GX10212	102
GX10212	104
GX10212	106
GX10216	1
GX10216	3
GX10216	5
GX10216	7
GX10217	8
GX10217	10
GX10217	12
GX10217	14
GX10218	18
GX1022	2
GX1022	4
GX1022	5
GX1022	7
GX1022	9
GX1022	11
GX1022	12
GX1022	14
GX1022	17
GX10220	2
GX10220	3
GX10220	5
GX10220	6
GX10220	8
GX10221	21
GX10221	23
GX10221	25
GX10221	27
GX10222	48
GX10222	50
GX10222	52
GX10225	34
GX10226	26
GX10226	28
GX10226	30
GX10226	32
GX10227	52
GX10227	55
GX10228	9
GX10228	13
GX10228	17
GX10229	2
GX10229	3
GX10229	5
GX10229	6
GX10229	7
GX10229	9
GX10229	10
GX10231	59
GX10231	62
GX10232	68
GX10232	71
GX10233	67
GX10233	68
GX10233	70
GX10233	71
GX10233	73
GX10233	75
GX10233	76
GX10233	78
GX10233	79
GX10233	81
GX10233	83
GX10233	84
GX10234	38
GX10234	40
GX10234	42
GX10236	22
GX10236	23
GX10236	27
GX10236	28
GX10236	31
GX10238	36
GX10238	39
GX10239	1
GX10239	2
GX10239	3
GX10239	4
GX10239	5
GX10239	6
GX1024	2
GX1024	4
GX1024	6
GX10243	89
GX10243	94
GX10246	22
GX10246	24
GX10246	28
GX10247	36
GX10247	39
GX10247	42
GX10248	8
GX10248	10
GX10248	11
GX10248	12
GX10248	14
GX10248	15
GX10248	16
GX10248	18
GX10249	3
GX10249	6
GX1025	31
GX1025	34
GX10250	18
GX10250	24
GX10251	31
GX10251	33
GX10252	18
GX10252	20
GX10252	22
GX10253	8
GX10253	9
GX10253	10
GX10253	11
GX10253	12
GX10253	13
GX10258	15
GX10258	17
GX10258	19
GX10258	21
GX10259	14
GX10259	16
GX10259	18
GX10259	20
GX10261	9
GX10261	10
GX10261	14
GX10261	15
GX10261	19
GX10262	3
GX10262	7
GX10264	46
GX10264	48
GX10264	50
GX10265	10
GX10265	13
GX10267	29
GX10267	31
GX10267	33
GX10268	13
GX10268	14
GX10268	16
GX10268	17
GX10268	19
GX1027	65
GX1027	68
GX10270	34
GX10270	36
GX10270	38
GX10270	40
GX10270	42
GX10272	78
GX10272	81
GX10278	36
GX10278	40
GX10279	29
GX10279	31
GX10279	33
GX1028	77
GX1028	79
GX1028	81
GX10282	52
GX10282	53
GX10282	54
GX10282	55
GX10282	56
GX10282	57
GX10282	58
GX10283	2
GX10283	4
GX10283	6
GX10285	1
GX10285	3
GX10285	5
GX10285	7
GX10287	9
GX10287	11
GX10287	13
GX10288	27
GX10288	31
GX10290	20
GX10290	21
GX10290	22
GX10290	23
GX10290	24
GX10290	26
GX10290	27
GX10290	29
GX10290	30
GX10290	31
GX10290	32
GX10290	33
GX10290	35
GX10290	36
GX10290	38
GX10290	39
GX10290	40
GX10290	41
GX10293	43
GX10293	45
GX10293	47
GX10296	24
GX10296	26
GX10296	28
GX10298	45
GX103	1
GX103	3
GX103	5
GX103	7
GX10302	54
GX10303	18
GX10303	20
GX10303	22
GX10304	1
GX10304	3
GX10304	6
GX10304	9
GX10306	10
GX10306	13
GX10306	16
GX10306	17
GX10306	19
GX10306	20
GX10307	21
